date,time,lon,lat,input
20151025,224000,128.644531,37.58059773,2015102522
20151102,163500,128.0482851,38.09544473,2015110216
20150612,134000,128.1137194,37.99119248,2015061213
20151006,150900,127.3558565,38.18469845,2015100615
20150610,131500,128.376151,38.52504419,2015061013
20151205,190900,128.0835488,38.21970459,2015120519
20151102,134500,128.8309159,37.86317803,2015110213
20150926,163400,128.2154152,37.54233753,2015092616
20151222,135200,128.9319109,37.75447118,2015122213
20151101,160700,128.2669641,37.81181406,2015110116
20151206,174800,128.9082215,37.77288249,2015120617
20160105,135300,127.5059635,38.07736919,2016010513
20150929,134600,127.8429461,37.23853953,2015092913
20151101,145200,128.5360676,38.26266484,2015110114
20160113,112400,127.9136471,37.44641265,2016011311
20160104,113100,128.4040495,38.43227597,2016010411
20150925,141800,128.1233672,37.36234139,2015092514
20160125,170200,127.6177861,37.73141172,2016012517
20151022,115500,127.6034228,38.09036098,2015102211
20160119,183500,128.8884562,37.69468846,2016011918
20151216,134200,128.7458818,37.95721062,2015121613
20160126,110700,128.376151,38.52504419,2016012611
20151029,154900,128.0482851,38.09544473,2015102915
20151215,144700,128.8525198,37.79261172,2015121514
20160129,012200,128.0984613,37.81415065,2016012901
20160126,034800,127.6641808,38.01993609,2016012603
20151017,153200,127.3558565,38.18469845,2015101715
20160129,114900,127.8746608,37.74966685,2016012911
20151106,100700,127.7319748,37.60998943,2015110610
20160123,115800,127.2375796,38.23577375,2016012311
20160204,111900,127.8082771,37.28514785,2016020411
20160122,163000,127.6993345,37.80582687,2016012216
20151212,132600,127.9507222,37.4833136,2015121213
20160201,174200,128.0984613,37.81415065,2016020117
20160205,155300,128.0796698,37.46878959,2016020515
20151104,104200,128.2913415,37.9149348,2015110410
20160208,131900,127.9927186,37.49851935,2016020813
20160203,143800,127.2375796,38.23577375,2016020314
20160112,142400,128.0482851,38.09544473,2016011214
20160201,143000,128.118686,37.24867646,2016020114
20160223,135100,127.9487435,38.10688467,2016022313
20160131,130600,128.4555725,37.21905666,2016013113
20160120,125300,127.7322298,37.96757495,2016012012
20160221,151500,128.7331696,37.27460927,2016022115
20160106,150900,128.4040495,38.43227597,2016010615
20160226,153600,128.7909358,37.11080238,2016022615
20160302,175800,128.7993514,37.73448291,2016030217
20160127,161400,127.8846944,37.19802507,2016012716
20160223,133300,128.2795402,38.17632844,2016022313
20160221,090600,128.6493289,37.24418586,2016022109
20160218,232000,129.0933931,37.55189406,2016021823
20160316,112500,128.4265436,37.27495978,2016031611
20160312,181200,127.7322298,37.96757495,2016031218
20160130,111600,127.6070211,38.19844894,2016013011
